x,y,z,yaw,pitch,roll,img
38,33,31,15.330055,2.4034598,-4.2549806,image00886
42,33,40,28.295897,1.2179279,22.666647,image00915
39,37,35,19.402288,14.106866,7.8480716,image00889
41,25,20,24.250668,-22.236738,-36.673485,image00908
37,32,32,12.802401,-0.57014346,-1.7840459,image00896
30,33,24,-7.8254013,0.046366833,-25.353205,image00874
25,39,25,-23.64441,19.15032,-21.452518,image00902
33,23,31,2.1764607,-27.17185,-4.131009,image00909
34,33,30,5.9771876,1.4138383,-7.88719,image00894
34,27,33,5.746054,-16.577812,0.21280503,image00892
35,30,32,7.9173374,-6.137199,-0.66628855,image00891
35,28,31,8.054023,-13.571437,-4.875054,image00901
33,26,33,0.6842844,-19.05689,2.5399601,image00895
54,37,33,64.39071,13.717985,1.8083974,image00907
30,25,34,-8.9458475,-21.087286,4.423855,image00911
56,31,33,69.376015,-4.448235,0.041301835,image00866
37,33,32,12.665479,1.3825785,-2.2073123,image00904
40,23,28,21.14805,-27.735065,-14.339991,image00872
30,31,36,-7.7538886,-3.7942944,10.43911,image00893
27,37,32,-17.111654,13.915923,-0.090756156,image00898
40,34,33,21.105577,4.299569,1.8922924,image00922
32,28,32,-0.5246451,-13.004466,-1.3538158,image00918
31,26,31,-3.4173367,-18.157375,-5.376725,image00882
22,36,27,-30.24047,11.811754,-17.814663,image00903
28,39,32,-12.412129,18.729296,-2.7642508,image00905
13,21,43,-57.742817,-35.872555,31.818132,image00888
31,26,33,-3.2235222,-19.37891,0.5386871,image00877
43,30,31,30.601194,-7.5349445,-3.852012,image00934
33,28,32,1.9042996,-13.474582,-0.7668737,image00932
40,30,30,23.855282,-8.041887,-8.872086,image00967
41,29,33,25.149244,-9.403037,1.2654142,image00961
40,29,28,21.549524,-11.17469,-14.492634,image00933
42,29,28,28.227285,-9.81786,-12.739975,image00965
37,32,31,13.826975,-0.0050003855,-3.4945483,image00937
35,31,26,6.7448997,-4.8661346,-19.51683,image00941
28,32,29,-14.880998,-2.0622957,-9.146642,image00957
29,35,31,-11.315366,8.912551,-3.0465004,image00940
37,28,33,13.611118,-12.298635,2.3735023,image00947
40,31,31,21.143509,-4.4389343,-4.8578744,image00960
25,30,31,-22.453377,-6.5291743,-5.87797,image00943
33,24,32,1.219103,-26.813498,-2.3126605,image00930
30,31,36,-7.5784883,-5.633591,11.022501,image00923
31,33,32,-3.131503,1.2123364,-1.2606893,image00962
31,29,32,-4.319257,-10.725905,-0.51034653,image00948
30,29,33,-6.7208734,-9.855995,0.869779,image00925
24,37,30,-25.419882,13.90297,-6.118781,image00963
41,29,29,25.15555,-9.745855,-9.868293,image00931
24,33,27,-26.15097,1.0715356,-17.542192,image00939
6,32,35,-78.77598,-1.7549713,6.42577,image00935
44,30,36,33.436733,-8.784844,9.249348,image00942
27,23,36,-15.16423,-28.399504,10.08766,image00929
29,29,43,-10.321242,-10.611206,31.09473,image00954
14,28,36,-54.676044,-14.870719,11.755539,image00946
33,23,31,1.4319806,-28.716028,-3.1108522,image00966
33,34,34,2.1994066,4.629941,5.165538,image00950
31,29,32,-5.6003923,-10.990029,-0.58504754,image00999
32,25,31,-0.33411077,-21.084621,-3.107993,image01000
29,28,43,-9.815669,-12.246462,31.183542,image00989
35,36,23,6.0019464,10.147611,-29.276628,image00984
33,39,40,1.5655684,19.273504,21.0678,image00982
21,14,46,-35.837444,-54.98724,39.529556,image00981
40,28,36,22.056408,-13.7527,11.91698,image00979
36,40,54,10.426165,21.082863,64.304306,image00988
25,37,31,-21.386255,12.7818365,-5.388613,image00971
40,33,33,23.310001,0.9596703,1.9414998,image00974
29,33,31,-9.273533,1.5148703,-3.2216885,image00995
41,29,33,26.562115,-9.626596,1.3561797,image00978
27,25,33,-16.838194,-21.66837,1.7124784,image00973
37,36,31,13.503508,9.98511,-4.7767386,image00998
33,26,35,2.0277038,-19.816223,6.9060946,image00976
37,30,29,13.432922,-7.815782,-9.124393,image00985
8,-1,66,-74.22911,-100.62191,100.062,image00983
28,33,28,-12.890812,2.005981,-13.093075,image01001
30,31,35,-7.2469573,-3.5678232,8.52772,image00968
34,34,31,3.7980466,4.3195863,-4.3590474,image00972
27,27,26,-15.357443,-15.491277,-19.397686,image01026
30,30,32,-6.4849567,-8.945942,-2.954299,image01034
10,26,40,-66.95663,-18.19687,21.917683,image01017
32,31,34,-0.8753126,-5.429503,3.9544435,image01039
33,35,32,0.8159632,6.158036,-1.8829367,image01002
35,29,32,6.4486175,-11.740029,-2.6617897,image01003
33,29,32,2.7137065,-9.011614,-1.8667821,image01031
37,28,28,13.403524,-12.3911915,-12.204102,image01028
30,34,27,-7.6503863,4.7153068,-15.191891,image01010
31,31,33,-4.331036,-4.8552265,0.62785625,image01053
57,42,47,73.310234,28.44263,42.414524,image01012
32,28,34,-2.3570633,-14.580231,3.8002887,image01009
34,31,32,5.8687882,-5.5144076,-1.8128554,image01032
28,28,32,-12.526417,-12.404528,-0.2420579,image01021
27,36,31,-15.143202,11.065567,-4.4729943,image01014
50,22,22,53.81931,-30.833288,-31.340792,image01042
40,30,36,21.26653,-6.031905,9.013394,image01048
37,27,26,12.454073,-15.650642,-18.489576,image01025
37,29,32,12.737839,-10.464517,-1.760211,image01050
23,32,31,-27.55231,-1.4908177,-5.848189,image01040
30,34,27,-6.5222273,3.609901,-17.105356,image01016
34,28,30,3.5191064,-14.109562,-6.731624,image01033
49,32,29,48.36025,-2.8295705,-10.137137,image01045
36,44,30,11.06456,35.901638,-6.2238035,image01038
34,33,33,4.98435,1.826945,1.3560979,image01008
37,32,32,14.888862,-0.27090126,-1.6183802,image01058
32,29,31,-1.7255666,-10.997686,-5.3311887,image01087
45,34,40,38.778294,3.7739468,22.285734,image01067
32,26,31,-1.5904901,-19.89991,-5.2303624,image01086
31,29,33,-3.3969345,-9.340438,0.8571116,image01063
31,23,32,-4.6650596,-28.043303,-0.83394974,image01061
37,39,28,12.067504,19.968653,-12.685657,image01065
26,26,31,-20.726427,-19.04133,-5.1411943,image01085
46,39,33,39.52144,19.11424,2.5140674,image01054
36,25,33,10.862674,-23.46073,0.011989108,image01088
33,36,25,2.4054198,11.62957,-21.232628,image01066
41,26,28,26.922682,-19.262175,-13.829122,image01089
32,24,37,-1.937196,-26.617613,13.752733,image01079
45,35,30,36.707043,6.480303,-6.293563,image01092
35,42,46,8.728163,28.734026,40.12384,image01070
31,29,33,-4.7721815,-10.38377,2.745022,image01084
39,30,31,18.318998,-7.237738,-3.5606015,image01059
23,31,27,-27.881733,-5.8929534,-15.286851,image01090
22,31,35,-30.850471,-4.931985,8.929959,image01062
31,33,32,-5.4475365,1.1463473,-2.435761,image01072
36,22,38,9.404235,-31.779709,15.457324,image01071
32,23,32,-0.82319397,-27.271894,-1.8778937,image01060
32,31,32,-1.0781635,-4.319567,-1.1538243,image01077
34,28,32,3.2596729,-13.743792,-0.7071876,image01083
32,32,33,-1.5261153,-0.7171096,1.1800588,image01128
36,27,27,10.292275,-16.317911,-15.987538,image01117
55,17,11,68.94061,-45.01359,-64.749794,image01126
38,35,31,15.241916,6.2962775,-4.484532,image01106
30,26,32,-7.889822,-18.921059,-2.2569354,image01141
28,24,34,-13.878163,-24.55999,4.9463234,image01111
34,39,18,5.3940315,18.207153,-42.365482,image01104
38,28,36,16.63878,-13.095718,11.174517,image01138
39,29,27,18.11199,-10.142709,-15.700774,image01124
43,30,33,31.48529,-8.4217825,1.0273663,image01131
32,32,32,-0.025327178,-2.1622891,-2.3392348,image01118
31,28,33,-5.00372,-13.548667,2.485131,image01120
31,37,31,-3.6616106,14.45156,-3.6489837,image01139
37,27,36,14.042094,-15.123134,9.07904,image01100
33,22,39,0.2058411,-31.172714,20.781504,image01097
31,29,35,-5.4389353,-11.997171,6.1301374,image01110
31,33,40,-3.492549,0.06712619,21.429476,image01133
54,19,15,65.03935,-40.742474,-51.848064,image01095
33,25,27,2.319269,-22.74418,-16.132524,image01132
49,29,32,50.70774,-11.742947,-1.5600504,image01119
29,41,30,-9.590419,26.325382,-6.743481,image01113
39,27,26,20.135757,-17.92549,-20.641628,image01093
34,33,30,5.409432,1.7423424,-7.651832,image01112
26,31,47,-18.680887,-5.0886755,44.880707,image01129
41,31,31,26.136568,-3.001098,-4.72945,image01109
38,32,33,17.896368,-1.9476886,0.4802852,image01108
24,34,24,-26.797014,3.4518297,-24.925611,image01161
36,29,39,9.653672,-10.18758,20.77032,image01147
22,30,36,-31.095825,-6.2851324,9.419191,image01165
34,41,33,3.0667176,24.363714,0.21212253,image01189
30,30,33,-8.377786,-7.1478243,0.22661842,image01150
34,32,33,5.3466496,-0.9973261,0.31032032,image01190
36,33,32,11.031377,1.1038632,-1.8452998,image01168
46,30,23,41.972347,-8.447723,-29.908993,image01175
32,31,32,-2.2818725,-5.9094305,-2.7379837,image01146
35,31,37,6.255447,-5.350467,13.995126,image01174
26,31,26,-19.71078,-5.8653007,-18.47768,image01157
27,29,36,-17.500154,-10.753153,11.506728,image01171
37,32,31,14.485299,-1.9713708,-3.1759553,image01181
25,24,39,-23.739893,-26.275301,20.83932,image01173
32,27,34,-2.9561214,-15.344418,3.984311,image01163
27,30,30,-17.28444,-6.8755293,-8.911014,image01177
20,31,32,-36.474377,-4.3505144,-1.804499,image01155
33,28,32,2.1179197,-12.606166,-0.91222125,image01178
36,28,18,10.782427,-13.171377,-42.69124,image01149
38,33,34,16.375753,2.380705,3.6622899,image01182
36,29,34,9.315121,-10.022365,3.6751251,image01184
34,38,33,4.457502,15.716329,1.8348433,image01152
33,33,33,2.8870413,0.18583824,0.8900928,image01164
34,29,31,3.190361,-9.005021,-3.0697393,image01251
34,27,29,5.1751857,-17.180477,-9.203247,image01226
41,33,30,24.517849,0.7324448,-6.909383,image01200
30,29,32,-8.125034,-9.7883835,-1.1983992,image01215
44,34,32,35.609653,5.0529194,-1.9821805,image01238
48,35,32,47.511246,7.899387,-0.7915808,image01220
33,27,31,2.609832,-15.107111,-4.5183616,image01198
31,32,30,-3.380294,-2.0297434,-6.0105877,image01240
39,36,32,18.348562,11.955422,-1.6330051,image01247
24,34,34,-24.990202,3.9147224,4.734757,image01246
35,31,34,6.880298,-3.160283,3.9675176,image01218
42,31,34,29.694756,-5.360773,4.07828,image01205
35,33,30,7.6002197,1.3441507,-8.767895,image01249
32,24,32,-2.4886067,-25.08494,-2.9868107,image01210
22,33,34,-32.309856,0.39119855,3.1313796,image01232
35,29,31,8.67139,-11.279621,-3.529216,image01230
31,26,26,-3.5652187,-18.251354,-19.413006,image01202
34,29,33,4.1466684,-9.3276,2.6316645,image01217
34,27,31,5.825689,-16.137459,-5.294588,image01191
37,33,37,13.122815,1.8706106,12.33462,image01196
59,38,42,79.41024,16.706339,29.069527,image01207
34,33,32,3.124337,0.1181357,-1.0807511,image01233
34,24,32,3.281215,-26.556787,-2.8627207,image01212
33,28,31,0.16910288,-12.885032,-3.6609097,image01224
25,36,31,-22.762877,10.109398,-4.6721215,image01201
33,31,29,2.4813757,-4.0534368,-11.745609,image01243
35,32,32,6.5108776,-0.22699448,-2.0156193,image01260
26,28,35,-19.919079,-13.642636,8.5063925,image01253
30,32,30,-7.081345,-1.632876,-6.9541388,image01288
29,29,34,-9.281194,-9.654371,4.800621,image01280
35,37,40,6.3222833,13.945218,23.107882,image01300
40,28,26,22.35303,-13.569085,-19.838358,image01298
36,37,32,11.423633,12.025366,-0.105294175,image01272
20,25,37,-38.450726,-23.815056,12.957193,image01294
22,30,32,-32.21652,-7.8764997,-0.7655948,image01299
34,30,26,4.6059146,-7.218818,-18.59392,image01282
31,30,32,-3.4787443,-8.794148,-1.9204186,image01292
35,34,33,7.534841,4.160213,1.0241581,image01302
32,35,43,-2.555649,6.4254045,32.65429,image01310
33,31,32,0.16312686,-5.727435,-1.2025582,image01268
30,36,34,-8.456209,9.943111,4.2365394,image01266
45,29,35,37.503952,-9.448806,6.706808,image01264
30,29,33,-7.063179,-9.235045,0.88543284,image01306
17,34,35,-46.48188,5.5790567,8.538265,image01283
33,26,34,0.2881693,-20.6834,3.195566,image01290
43,32,31,30.635178,-2.8999972,-4.973819,image01308
9,20,42,-70.503,-38.80168,29.28462,image01309
37,34,29,12.603953,3.9098766,-10.301998,image01276
30,33,33,-6.254786,2.061599,0.6863363,image01286
53,53,56,61.099907,62.151703,70.98542,image01262
35,30,31,6.590159,-7.302619,-4.3010073,image01296
32,29,32,-2.7258108,-11.217632,-2.7510796,image01258
34,33,33,4.657113,0.95937383,1.1412557,image01328
53,45,40,61.666615,36.421158,23.200943,image01377
31,29,32,-3.4067433,-9.356348,-2.3428369,image01317
33,31,31,1.9426678,-3.5524213,-3.826777,image01360
29,35,33,-10.117842,7.38816,0.75295854,image01324
34,34,33,4.3047786,4.3323746,1.9424834,image01314
34,32,31,5.821721,-0.44357088,-4.9659524,image01331
21,40,37,-34.510605,23.72788,14.958729,image01323
25,32,32,-21.797098,-1.6679288,-0.6684431,image01368
35,36,33,6.1470413,10.75019,0.5005458,image01329
31,28,32,-5.381824,-13.587064,-1.6828407,image01322
36,34,33,10.223894,5.5947003,0.95104057,image01312
26,35,38,-19.173895,8.55024,17.56744,image01315
61,8,9,86.62802,-74.75789,-71.65204,image01373
27,28,32,-16.658262,-13.467309,-0.3650376,image01352
32,28,34,-2.6412926,-14.0869055,3.0218444,image01334
7,23,44,-75.71812,-29.082829,34.041492,image01376
37,35,33,14.626133,6.7068853,0.119491294,image01319
34,29,32,3.3464212,-11.143361,-0.3471296,image01342
27,33,31,-17.858002,0.78965575,-3.9134567,image01362
26,26,33,-20.948963,-20.50706,2.8007653,image01340
35,33,32,7.5977983,0.37508377,-1.7831453,image01338
36,32,32,9.345422,-2.8859394,-2.333889,image01350
34,30,32,3.0384095,-6.841818,-1.1176512,image01333
36,34,32,9.397024,5.4234967,-1.273343,image01346
25,28,33,-21.046415,-13.96141,2.9513366,image01375
37,34,32,12.767445,3.3427646,-1.052654,image01366
47,27,25,42.307167,-15.277022,-21.122545,image01406
36,30,32,10.365524,-8.576222,-0.43892965,image01391
40,30,26,22.134905,-7.872852,-19.592829,image01453
47,44,44,43.43631,34.378777,35.826923,image01437
37,33,36,12.501806,2.1053457,11.995295,image01396
35,31,34,8.7869835,-3.5841336,5.601754,image01401
31,36,33,-4.4344378,10.318529,1.5541375,image01414
34,33,31,4.4553165,0.04518089,-5.5701275,image01380
31,31,29,-5.1394405,-4.112657,-9.48671,image01404
39,33,32,20.856533,2.2565863,-1.458867,image01387
34,29,32,3.7640567,-9.612561,-0.73928636,image01400
31,35,24,-4.3496256,7.557723,-26.33529,image01431
35,36,34,6.5294604,9.673029,3.0061564,image01427
35,34,31,7.300581,3.193427,-5.9083357,image01433
57,26,21,73.43157,-19.663229,-33.487442,image01419
39,24,32,18.878418,-24.13319,-2.0919669,image01438
35,30,33,7.191765,-6.761076,0.6875828,image01410
33,39,27,2.601691,20.265331,-17.244965,image01421
36,35,31,9.510836,7.047236,-5.6112323,image01417
12,24,42,-61.18256,-25.265728,28.953135,image01449
31,33,34,-4.877542,1.1485648,3.3962958,image01397
41,29,29,26.756197,-10.335577,-11.645307,image01395
33,33,33,1.1117296,0.25581104,2.0816686,image01407
40,30,26,22.359966,-7.8735833,-18.141802,image01416
38,26,32,16.923006,-18.137152,-2.6870766,image01442
28,24,37,-12.386571,-24.297905,12.193838,image01402
25,30,31,-21.528877,-6.9525776,-5.887361,image01475
26,28,30,-18.479597,-14.8616,-7.9221854,image01472
29,24,35,-11.566093,-24.661655,6.1269727,image01470
13,28,38,-59.016453,-13.414949,15.723164,image01468
22,31,32,-31.825638,-4.9510655,-0.28427163,image01474
24,30,35,-24.42732,-8.508799,7.9470396,image01466
39,33,31,18.341251,1.4653676,-4.4569187,image01459
31,38,31,-5.777525,17.731611,-3.9115229,image01460
11,23,46,-65.69766,-28.54309,40.656986,image01488
41,37,36,25.10683,13.167699,10.457656,image01496
8,6,66,-73.828926,-80.8602,99.529335,image01486
22,27,34,-30.061653,-15.222926,5.4289093,image01477
29,30,31,-10.889861,-7.746231,-4.198269,image01467
28,25,35,-14.009433,-22.377771,7.037674,image01469
26,29,30,-19.944479,-9.66107,-6.159818,image01476
40,33,33,21.515638,0.71656376,0.17069659,image01483
28,28,28,-14.02526,-12.576866,-12.108537,image01503
48,32,33,45.340073,-0.80473703,0.5332734,image01504
28,28,31,-12.334249,-14.617428,-3.6093516,image01480
30,28,32,-7.7169065,-12.083972,-2.6928482,image01479
52,23,25,57.42252,-27.696436,-23.878244,image01461
9,24,42,-69.40048,-25.357058,29.744207,image01505
26,26,36,-19.357767,-18.066013,10.634406,image01471
9,36,28,-71.32766,11.957911,-14.1974325,image01506
43,33,34,32.99185,2.7357707,4.019819,image01513
51,7,-1,55.707153,-75.02786,-111.43967,image01547
51,36,29,54.247986,10.450945,-11.483156,image01606
55,22,28,68.21021,-32.62363,-12.205467,image01569
44,34,34,35.479588,5.2461925,5.785327,image01540
7,23,43,-75.89546,-27.525452,31.014595,image01604
17,27,33,-46.967808,-17.472961,2.1297631,image01598
34,29,32,3.3917658,-11.018643,-2.2414227,image01514
12,18,47,-62.30457,-42.42072,42.311752,image01593
55,41,40,68.41035,25.89528,22.623331,image01591
12,37,28,-61.331867,12.882175,-13.652645,image01562
32,31,32,-0.80098397,-5.101991,-2.9361322,image01574
-1,-1,66,-104.58462,-327.9718,333.9997,image01530
58,40,38,76.78624,22.588898,16.275593,image01573
16,28,41,-50.489006,-14.763991,26.77045,image01556
55,21,20,66.90569,-35.595642,-38.606216,image01572
6,1,63,-80.28042,-94.673904,92.39545,image01509
33,27,33,0.38305566,-17.55067,0.823589,image01605
17,29,38,-45.529613,-9.114935,16.687817,image01571
39,35,33,18.25054,8.314507,2.9657354,image01507
34,28,32,3.6549926,-13.061729,-0.3511704,image01576
7,22,43,-76.247086,-31.962526,30.990877,image01586
28,32,37,-13.100798,-0.8343975,14.065581,image01565
14,31,37,-54.670105,-4.9805884,13.752265,image01575
50,36,34,53.47315,9.783395,5.1971364,image01603
54,44,47,63.747807,34.908646,43.398712,image01607
43,28,32,30.661379,-12.777596,-2.1263554,image01578
51,26,23,54.03778,-19.4735,-28.236662,image01602
14,38,27,-54.172688,17.101147,-16.285715,image01631
58,52,52,75.78266,57.922485,59.81256,image01649
38,34,35,17.997192,4.8383794,6.1989937,image01645
8,31,23,-72.896935,-3.4333425,-27.156548,image01659
46,34,28,40.644142,3.6139662,-12.643955,image01641
39,26,30,19.016684,-19.103006,-6.412148,image01643
31,45,35,-3.7838206,37.014378,6.184386,image01621
38,35,33,15.963346,8.630439,0.79674613,image01646
10,30,32,-66.86975,-6.7633986,-2.0037227,image01642
49,33,31,48.801712,0.4047153,-4.6219273,image01639
54,16,20,64.45493,-50.333847,-37.743908,image01633
55,28,28,68.93745,-13.216317,-14.217928,image01652
32,38,33,-0.05466179,15.152177,0.22403976,image01644
41,30,24,26.579193,-8.790283,-26.739546,image01623
32,35,34,-1.1922708,8.505912,3.5498466,image01622
5,41,25,-83.43522,25.789583,-22.060259,image01634
32,29,30,-0.30071393,-11.833151,-6.2369127,image01629
30,30,32,-8.114589,-6.1577153,-0.9311787,image01647
43,40,37,31.053516,23.453262,13.05222,image01630
18,23,41,-43.64394,-27.478748,24.418627,image01653
34,35,31,3.290722,8.694828,-3.0000415,image01655
53,31,18,62.26479,-3.7705376,-43.373386,image01624
57,39,41,74.76137,18.322044,24.56075,image01657
53,28,32,62.557182,-12.297767,-1.3490163,image01716
59,5,3,78.16199,-82.27378,-87.08828,image01671
57,26,27,72.08919,-18.38212,-17.70289,image01699
48,32,33,45.17725,-0.20096181,1.647017,image01738
30,31,35,-8.980136,-3.483071,7.963735,image01732
48,34,29,46.0965,3.493292,-9.882111,image01682
17,26,37,-45.168056,-18.787464,13.447306,image01677
18,27,40,-42.155495,-15.01503,22.716688,image01690
57,25,25,73.95278,-22.372541,-23.07355,image01736
48,40,39,47.60898,22.04078,18.787182,image01676
39,27,29,19.477945,-17.206009,-9.733689,image01675
37,36,55,12.491876,11.482772,66.70072,image01698
29,31,31,-10.93819,-3.9167228,-3.7864625,image01693
19,36,28,-40.378525,9.097771,-12.430791,image01688
14,15,49,-56.855988,-53.182102,50.631145,image01711
6,15,54,-79.84438,-51.075375,65.21408,image01748
23,40,26,-28.356297,23.762981,-19.952734,image01717
6,31,35,-80.40608,-4.1979113,7.0551805,image01708
53,22,26,62.748825,-31.392103,-20.655102,image01686
59,26,26,80.824234,-18.71281,-20.819366,image01662
37,30,27,12.94123,-8.717223,-15.9760275,image01744
17,26,34,-46.59252,-20.780966,4.9002247,image01739
52,24,27,57.38591,-24.917997,-16.804537,image01691
49,27,28,49.053085,-16.078554,-12.83572,image01720
6,24,45,-79.38577,-25.021917,36.79825,image01749
13,32,33,-58.00415,-2.1869066,1.2608579,image01733
32,24,32,-2.357825,-25.337786,-0.013349001,image01745
22,32,33,-32.936535,-1.5652744,1.1681432,image01670
11,39,28,-63.643524,19.127071,-14.7820015,image01700
19,33,31,-41.02958,1.4857352,-3.673605,image01781
61,9,6,85.514725,-70.10292,-79.05687,image01767
15,31,31,-52.655777,-5.7872343,-5.6997237,image01785
20,37,42,-38.669827,12.354146,27.726103,image01780
60,8,8,83.69027,-72.239586,-73.57356,image01791
50,26,25,52.984985,-20.510807,-21.191042,image01764
34,30,29,5.026203,-8.915561,-9.151994,image01807
22,35,24,-31.083426,7.864135,-26.91372,image01763
58,48,48,77.09813,47.036522,47.215317,image01790
38,30,37,17.900003,-8.241077,14.405506,image01765
24,25,32,-25.827736,-22.204098,-1.3491249,image01784
53,39,42,61.604576,18.159737,28.228903,image01769
18,26,37,-43.364838,-19.740854,14.144783,image01797
30,25,25,-6.59723,-22.7701,-21.568808,image01762
30,31,32,-7.254812,-5.693315,-2.0262206,image01802
59,50,50,78.962456,53.634697,53.0291,image01773
32,29,32,-0.2590155,-11.3099785,-0.14012341,image01775
43,27,23,31.066822,-16.947014,-27.945,image01787
15,33,25,-52.323334,0.009944422,-23.913208,image01783
7,40,23,-75.442406,23.856117,-29.565607,image01795
36,29,35,11.661142,-9.93542,6.4717693,image01798
57,44,43,73.383064,33.057716,32.1253,image01782
58,31,31,75.03216,-3.387966,-3.9068062,image01796
36,34,34,11.628026,3.1099074,5.013221,image01770
52,12,16,58.50188,-60.54468,-50.00585,image01786
36,28,31,9.24535,-12.6139965,-3.208244,image01808
49,21,20,50.062386,-35.426754,-38.447468,image01751
6,66,-1,-79.80684,110.35259,-110.21655,image01845
33,35,28,1.9715333,6.508654,-13.054066,image01828
13,26,38,-57.72503,-20.032131,17.42949,image01850
15,28,38,-52.750587,-13.754011,15.947052,image01851
55,32,36,66.2145,-1.9754027,11.572282,image01822
16,37,27,-49.160583,12.900268,-15.073432,image01842
33,29,31,1.2454629,-11.19068,-3.0909376,image01809
33,30,33,0.16254532,-7.403202,0.5836434,image01830
9,33,30,-69.823784,0.82229346,-6.4400105,image01829
49,23,27,49.5314,-28.598148,-17.186186,image01810
53,30,33,60.090446,-8.450555,0.31601256,image01852
30,34,35,-6.924072,5.099694,6.650439,image01826
56,42,42,69.64553,28.069519,28.092962,image01820
5,21,43,-83.10211,-34.430775,31.62925,image01839
8,10,57,-73.858765,-67.28832,72.9245,image01818
53,26,29,62.953094,-18.321613,-11.325087,image01846
32,29,34,-1.3107175,-9.668165,3.2034194,image01814
12,23,47,-62.40423,-27.102446,43.238922,image01823
42,28,27,28.266785,-12.679623,-16.590796,image01834
23,27,38,-29.97143,-16.677755,16.50926,image01841
33,29,33,1.4714502,-9.886027,0.2528346,image01831
42,27,39,27.705744,-16.973497,20.84798,image01812
33,35,30,1.1066041,7.171812,-6.2216797,image01811
7,47,20,-76.31735,42.847633,-38.45744,image01847
5,53,8,-81.09813,60.34989,-73.370125,image01824
23,28,32,-27.34835,-14.064383,-0.72799385,image01892
29,42,33,-9.494753,28.50897,2.5329216,image01902
10,11,59,-67.2478,-64.6444,80.2769,image01870
50,24,20,52.89439,-26.464252,-37.06127,image01867
43,31,32,32.337944,-3.9747407,-2.7212324,image01919
56,32,37,71.75663,-1.9105945,12.992357,image01853
15,22,41,-53.638527,-30.144112,25.00435,image01900
4,66,0,-85.63713,100.810905,-98.55891,image01916
53,26,25,60.404514,-19.922297,-21.685074,image01854
47,27,33,44.800262,-16.33637,0.426688,image01868
21,36,29,-35.69933,10.217615,-11.072055,image01878
34,29,26,4.2546587,-9.465862,-20.190052,image01873
34,24,33,4.3356333,-25.909563,1.7831212,image01887
43,30,28,30.882816,-6.2850747,-14.351201,image01921
27,30,47,-16.32095,-6.3438625,42.011154,image01922
28,28,33,-12.151555,-12.48463,2.0576754,image01894
15,40,30,-52.724606,21.94723,-8.000011,image01885
36,39,36,10.011286,18.499395,10.116041,image01901
28,27,38,-14.37946,-16.692223,17.999561,image01920
46,26,26,40.589314,-19.69371,-18.733038,image01918
28,31,32,-14.018409,-4.3172812,-1.0554066,image01896
36,31,30,11.319273,-3.905294,-8.1847925,image01860
55,38,31,68.85755,15.683651,-4.3076963,image01869
30,26,45,-8.277245,-18.500122,36.299152,image01874
18,32,34,-42.29928,-2.5237577,5.17902,image01879
20,25,32,-38.005917,-21.55391,-0.46603453,image01857
35,24,30,6.5234823,-24.153154,-6.6587048,image01940
32,33,34,-2.2589445,1.3980981,5.155871,image01951
31,26,31,-3.3699,-19.857643,-4.20167,image01932
6,9,53,-79.65425,-70.299835,61.296787,image01950
23,31,31,-27.327402,-3.9566185,-4.233379,image01938
50,30,30,53.729244,-7.88555,-7.751913,image01943
31,27,33,-4.584346,-17.880531,1.130353,image01925
47,6,5,43.294434,-78.66624,-83.74427,image01944
21,30,34,-34.868793,-7.8095655,3.8799424,image01947
19,23,39,-40.679905,-27.149368,18.031206,image01927
34,32,32,4.6418195,-2.5395072,-2.904325,image01936
42,23,24,27.187704,-28.548378,-25.344503,image01971
39,27,32,20.950691,-15.20829,-1.4724528,image01933
34,22,31,3.9233267,-32.385918,-3.6047757,image01973
42,31,31,27.666006,-3.9029498,-3.9900556,image01952
32,29,33,-1.3285768,-11.796825,0.92568463,image01974
13,40,25,-59.853188,21.302692,-21.105116,image01941
32,28,32,-1.3955057,-14.041593,-1.1998991,image01956
31,29,31,-5.454455,-9.652726,-3.6924055,image01980
31,29,33,-5.4552073,-11.737562,0.0441725,image01958
30,24,32,-6.0278344,-24.091461,-2.3582494,image01975
35,34,32,6.344487,3.2726903,-2.4799209,image00014
32,32,31,-1.3954765,-1.5428697,-3.2578287,image00021
49,29,28,50.485413,-10.579652,-13.570645,image00006
56,37,36,71.62279,13.547766,9.571312,image00022
33,37,32,1.2876399,12.7900505,-0.39012492,image00019
38,29,25,17.143373,-10.048455,-21.392782,image00008
55,41,38,68.15524,26.932743,17.24367,image00004
40,29,24,21.995798,-9.785002,-25.029804,image00020
55,16,13,68.64055,-50.544582,-59.207973,image00010
39,29,25,19.67921,-9.058602,-21.860031,image00023
33,25,34,1.044306,-22.874239,4.9088855,image00002
33,32,28,0.68556523,-1.5361992,-12.643008,image00013
33,32,34,2.0963337,-1.5315306,4.6412168,image00051
41,33,33,25.3357,1.8395176,0.22292253,image00026
23,24,42,-28.235657,-25.858303,28.968445,image00035
31,32,34,-4.6225915,-2.6014256,4.586144,image00057
31,29,36,-4.667914,-10.273435,9.85847,image00045
32,29,30,-1.478917,-11.009982,-7.7205505,image00042
30,33,35,-6.3578925,0.5365774,8.328095,image00060
33,30,32,2.4796567,-6.1215777,-1.190523,image00049
33,32,33,0.8343935,-2.5712445,0.5322691,image00056
31,31,33,-4.0974545,-5.6949453,2.6901016,image00052
34,30,33,4.059742,-6.4751267,0.37222844,image00028
31,28,34,-4.8512087,-14.037651,5.081557,image00058
32,30,33,-1.1482091,-8.579289,2.234392,image00054
